-90,90,#eb811b
-89.688969,4.397158,#eb811b
-89.6017024,5.2357534,#eb811b
-89.6186168,20.9747091,#eb811b
-89.666159,21.741404,#eb811b
-89.526693,4.3817526,#eb811b
-89.5744203,21.2576922,#eb811b
-89.178258,6.958535,#eb811b
-87.532905,-86.345231,#eb811b
-86.0790468,21.7289542,#eb811b
-85.781186,0.000411,#24373a
-85.198432,86.389048,#eb811b
-85.0012228,86.3820111,#eb811b
-85.0053544,88.8865457,#eb811b
-84.4001029,90.1670374,#eb811b
-84.374807,0.000683,#24373a
-84.3724994,86.3829416,#eb811b
-84.2216406,76.1077716,#eb811b
-84.2167003,86.3930727,#eb811b
-84.1369,-88.56185,#825a2b
-83.7928171,86.3696863,#eb811b
-83.6351202,76.7005554,#eb811b
-83.6153016,86.3733202,#eb811b
-83.6276149,89.9999888,#eb811b
-83.4400041,86.326551,#eb811b
-83.3917188,89.9447922,#eb811b
-83.2296181,86.3723728,#eb811b
-80.7914567,86.3513273,#eb811b
-80.156186,0.000643,#24373a
-78.21875,0,#24373a
-78.2039,145.12039,#424236
-77.640381,0.027476,#24373a
-77.283324,0.027476,#24373a
-76.72302,0.01649,#24373a
-76.459351,45.104381,#24373a
-76.39343,0.01649,#24373a
-74.520262,0.065928,#24373a
-68.209004,-69.150215,#4e4734
-68.232612,-68.922495,#4d4634
-68.232644,-68.677444,#4e4634
-68.232,-68.436139,#4b4634
-68.233774,-68.194415,#4b4634
-68.252645,-67.724569,#484534
-68.240745,-67.493106,#474435
-68.20783,-67.310494,#2d3b39
-68.132078,-69.585217,#544933
-68.171618,-69.36966,#514833
-68.190782,-66.984609,#2a3939
-68.056084,-70.019751,#584a32
-68.094638,-69.802488,#564a32
-68.002522,-67.641475,#333d38
-67.816756,-67.303829,#404236
-65.939453,0,#23373b
-63.5209085,-56.8851946,#303c38
-63.121987,-59.870199,#2e3b39
-63.047553,-60.707776,#343d38
-62.929641,-61.409622,#313c38
-62.964394,-61.205472,#333d38
-62.989668,-60.458519,#303b38
-62.969545,-59.004928,#293939
-62.955321,-58.772012,#2f3b38
-62.928787,-58.224039,#2c3a39
-62.921849,-57.756549,#303c38
-62.978261,-57.596873,#534833
-62.895959,-61.597714,#624e30
-62.669793,-59.746758,#2f3b39
-62.59593,-59.904507,#2a3939
-62.478381,-59.714695,#343d38
-62.157313,-58.46641,#303c38
-61.874743,0.00039,#24373a
-61.792023,-56.413964,#393f37
-61.505608,-23.859191,#69512f
-61.315508,-55.162429,#414236
-61.076429,-54.851682,#6d522f
-61.07175,-54.695364,#323c38
-57.656207,0.000526,#24373a
-57.295952,-42.1613562,#2e3b39
-55.109612,-69.94397,#23373a
-55.190556,-69.574707,#23373b
-55.064754,-69.733353,#23373b
-55.03043,-69.380264,#614e30
-55.019159,-67.700551,#966128
-55.023209,-65.816917,#3d4036
-55.006416,-65.510124,#23373b
-54.919441,-67.499985,#23373b
-54.957027,-65.296661,#28383a
-54.86882,-69.852173,#333d38
-54.881222,-69.563667,#23373b
-54.857758,-68.813599,#2c3a39
-54.8087166,-68.5953833,#23373b
-54.898685,-68.365318,#23373b
-54.887295,-68.103271,#23373b
-54.87735,-67.898994,#23373b
-54.882754,-67.313475,#ab6925
-54.834553,-65.057762,#23373b
-54.716362,-69.698936,#23373a
-54.7284916,-68.1746233,#79572d
-54.791408,-67.639954,#b26c24
-54.726891,-64.870056,#23373b
-54.692101,-69.953697,#a06526
-54.60276,-67.9934499,#333c38
-54.6286099,-67.7533766,#5a4b32
-54.6190899,-67.5433183,#3c4036
-54.600445,-64.660439,#23373b
-54.6180973,-35.9425715,#303b38
-54.584407,-70.192961,#2a3939
-54.598551,-69.341959,#23373a
-54.5878332,-67.3546599,#383e37
-54.5162908,-67.1921925,#574a32
-54.4713,-70.388363,#25373a
-54.457204,-69.200097,#28393a
-54.483516,-68.990455,#23373a
-54.417664,-64.484505,#28393a
-54.303142,-70.698042,#24373a
-54.344217,-69.600099,#24373a
-54.35839,-69.391542,#23373a
-54.351723,-67.250442,#5b4b31
-54.3006934,-36.2666145,#7b572c
-54.253221,-70.900319,#26383a
-54.278575,-70.411606,#26383a
-54.206987,-70.199638,#24373a
-54.24204,-70.00052,#2c3a39
-54.284466,-69.799835,#27383a
-54.24313,-67.0014099,#3d4036
-54.25475,-66.79335,#3a3f37
-54.201057,-64.359413,#23373b
-54.281664,-36.50954,#23373a
-54.101073,-127.925925,#ea801b
-54.105168,-127.715865,#ea801b
-54.109113,-127.493187,#ea801b
-54.113339,-127.21659,#ea801b
-54.116445,-126.984629,#ea801b
-54.119523,-126.714969,#ea801b
-54.121512,-126.496728,#ea801b
-54.122884,-126.311137,#ea801b
-54.123984,-126.130643,#ea801b
-54.124796,-125.954205,#ea801b
-54.125318,-125.777198,#ea801b
-54.125622,-125.587562,#ea801b
-54.125601,-125.402764,#ea801b
-54.125262,-125.18986,#ea801b
-54.124374,-124.940445,#ea801b
-54.123073,-124.706924,#ea801b
-54.121682,-124.521517,#ea801b
-54.119973,-124.328083,#ea801b
-54.117633,-124.10649,#ea801b
-54.114861,-123.885612,#ea801b
-54.110774,-123.604729,#ea801b
-54.107248,-123.391009,#ea801b
-54.102709,-123.14609,#ea801b
-54.16478,-67.249125,#363e37
-54.003522,-139.926323,#ea801b
-54.009944,-139.727296,#ea801b
-54.016403,-139.532027,#ea801b
-54.022907,-139.332168,#ea801b
-54.029705,-139.111913,#ea801b
-54.036122,-138.891933,#ea801b
-54.043849,-138.607015,#ea801b
-54.049048,-138.39922,#ea801b
-54.053625,-138.203078,#ea801b
-54.058364,-137.985917,#ea801b
-54.062817,-137.756338,#ea801b
-54.066673,-137.542826,#ea801b
-54.070336,-137.316468,#ea801b
-54.073288,-137.110158,#ea801b
-54.0769,-136.812744,#ea801b
-54.079282,-136.573105,#ea801b
-54.08089,-136.37083,#ea801b
-54.082249,-136.160245,#ea801b
-54.083195,-135.949729,#ea801b
-54.083864,-135.731134,#ea801b
-54.084078,-135.541581,#ea801b
-54.083884,-135.339962,#ea801b
-54.083484,-135.134055,#ea801b
-54.082713,-134.931949,#ea801b
-54.081477,-134.712912,#ea801b
-54.079902,-134.502118,#ea801b
-54.077969,-134.287773,#ea801b
-54.075793,-134.08627,#ea801b
-54.072672,-133.844309,#ea801b
-54.069137,-133.606392,#ea801b
-54.065532,-133.388953,#ea801b
-54.060952,-133.143258,#ea801b
-54.056059,-132.905643,#ea801b
-54.051156,-132.688158,#ea801b
-54.043932,-132.396924,#ea801b
-54.035997,-132.102198,#ea801b
-54.029877,-131.894274,#ea801b
