53.417064,50.867836,157.56
48.2223373,9.159571,769.67
55.813465,37.3902366,1
52.1351793,11.6107381,76
59.924351,10.846573,313
68.399697,57.22145,50.29
42.676898,-1.658926,528.46
53.171623,158.484787,89.1
55.26288,59.1402943,323.5
56.8852157,39.0912628,155.9
47.35946,7.13483,441
51.008493,0.975448,-2.75
34.924916,137.202213,44.6
32.023253,34.964167,126
54.6211782,39.7228786,128.47
56.092209,69.464638,78.55
53.326971,83.800185,-9999
49.71421,6.456889,226.3
30.9589,-8.75453,2425
52.124051,-1.021901,107.32
62.0491218,12.379239,785.81
-33.705253,151.118019,174.99
48.1168128,11.5367912,554
56.7231282,57.8302448,239
51.7793337,34.9699663,157.57
20.6893963,-88.2229597,16.33
52.254628,-0.071053,20
55.7315249,36.8290766,144.9
41.8636833,15.4726233,15.1
38.8584237,-104.9124933,1907.13
44.9556544,26.2370384,121
50.09931,8.713752,117.2
47.0830001,11.4826927,1062.26
45.04343,38.950016,21.03
55.974483,-3.61545,112
49.617868,11.039552,395.25
48.518079,12.049279,398.6
50.88088,4.374482,324.34
47.715209,10.309731,720.6
7.4855733,99.08296,6
47.588855,13.87704,1681.5
69.066315,33.428196,83.46
52.698415,-2.746585,118.26
52.921437,87.985345,-38.71
60.745133,10.99086,280.29
-23.120149,119.076619,684.89
51.577111,9.910233,140.7
55.830158,37.3761372,157.6
55.792767,49.162235,108.49
50.201294,39.553589,87
55.844051,49.133823,60.85
61.596393,73.688217,71.3
-33.7789616,151.1013616,91.9
34.3411751,132.9102631,31.33
59.346838,18.047598,17.04
52.167775,-1.212474,128.95
54.5190283,18.5432109,67.9
48.837052,21.040108,581.95
49.5945425,8.8602976,381.3
47.916939,8.44259,820
47.9933166,11.4860992,545.02
50.906565,6.918126,46.03
38.5349099,-8.6342433,86
33.314209,130.9375,82.96
52.514162,-0.253309,17
-33.36169,116.193834,225.25
43.703989,16.636535,339.39
33.5844068,130.3830596,68.1
43.69536,7.266351,6.4
52.891491,50.924747,51.18
53.941055,-2.336798,95.05
44.513093,4.782047,159
51.2854174,7.5450949,291.9
52.251596,-0.196277,46
39.747253,-86.036545,902.73
52.029773,-2.351691,143.37
50.2333485,6.6460857,426.6
0.1749484,-78.4098026,2415.21
55.696735,50.314963,174.35
53.142853,25.277952,128.84
7.094706,125.664293,17.44
51.545105,-0.508241,41.95
52.287704,-1.463576,80.41
31.93863,34.9531466,125.7
47.4013594,9.3836815,957
53.247017,50.215885,154.23
48.8718077,11.925667,421
50.1956933,39.5796566,1
-18.9186553,-47.8014804,973.6
39.716092,19.68063,0.11
51.808489,3.934086,-0.81
56.366098,8.122703,-0.53
50.540222,7.680833,302.91
39.856646,116.438795,44.36
52.648373,41.456108,131.98
59.590794,15.2259163,72.6
53.27335,118.552414,468.78
47.3660787,39.8950268,128.3
62.356077,9.215368,1359.16
-25.76897,27.830445,1197.5
30.275937,120.11979,14.68
53.311706,-2.415778,52.3
34.0201549,-118.5058226,27.05
61.827247,72.642517,76
44.6418991,7.1082158,2767.22
1.015668,104.650232,16
48.7429887,21.2804368,313.54
34.5237183,134.1730716,19
-8.3675792,115.1922808,673.7
55.711342,51.647377,118.57
48.4591,12.70153,463
51.158836,45.649292,226.16
25.353876,56.352153,13.11
48.5566735,-71.6490984,107.32
56.057934,71.353134,113.69
51.9137967,47.4906717,33.83
55.453091,37.785023,173.43
53.417664,82.602043,175.87
12.737553,104.898988,10.6
54.203628,-2.832653,9.84
45.461906,38.984997,13.41
16.838881,100.560543,50
51.534828,39.324543,123.75
53.4792575,49.4587806,105.6
4.231519,-74.841123,384.05
50.944035,10.302453,347.47
47.8950414,1.854943,154
42.606786,-71.076087,63.96
47.5907516,7.549848,250.19
39.0779762,-77.3324432,94
62.842708,22.492553,88.5
47.423632,8.6454228,454.6
49.781353,73.09374,162.46
35.39051,136.2639983,95.1
56.165745,41.974842,125.44
48.629736,9.351823,323.83
53.055606,-2.2105,207.7
56.3691066,8.123305,14.61
45.2462019,15.9840419,220.2
60.693519,8.278949,1125
55.94492,27.20113,175
-33.77375,151.133476,50.19
48.4391691,25.2806292,266.42
53.1003983,8.7488983,3
47.4566035,8.7843212,488
43.106213,131.944968,15.65
55.383301,34.704048,244.14
48.569325,45.736973,-8.23
45.898585,11.02324,183.3
55.7759867,37.6323234,1
53.542835,49.265956,74.9
7.9249191,-80.9615778,70.79
54.798046,90.305473,541.73
45.544514,10.782756,191.7
50.804805,6.481957,133.44
53.01545,-8.814767,102
59.822839,17.70433,12.56
50.989798,13.569397,259.42
38.8550207,-104.9477402,2531.37
65.307759,34.496667,-3.56
46.4834536,15.472637,1226.17
39.251733,20.52981,20.32
60.993428,24.462553,46.74
49.681312,83.297228,110.34
46.4926232,15.5071647,1269.49
58.857346,40.200226,183.49
62.800818,10.027777,440
50.153758,-5.193033,186.77
45.868446,22.907856,249
55.7395499,37.5335216,1
44.03698,1.111393,90
32.647874,-16.9048839,31.86
18.276882,99.48369,204.5
58.0573735,29.9660302,56.69
55.7174,37.40881,1
48.7054815,2.371625,87.93
49.465138,20.580398,1090.82
53.178629,7.579248,-0.82
56.846313,54.022446,85.95
55.773888,49.10408,57.51
52.656955,13.536621,52.4
51.283653,17.026995,282
48.856849,12.38825,418.05
46.7994308,7.503921,706.1
48.072072,11.72521,601.82
18.482763,-69.931029,71.05
49.049041,44.827266,12.8
53.129356,86.37271,-9999
52.7626609,38.3233718,30
-8.8654689,25.2794339,981.64
39.793453,-104.78842,1633
35.3593087,139.293721,185.6
43.598873,41.869448,1077.61
55.050072,55.441148,168.55
49.388575,14.048147,455.8
50.4248,80.287936,60.66
53.961863,27.637788,216.76
42.234531,-8.712069,23.23
58.4666938,58.6731987,391.8
55.674725,37.74895,1
57.508358,26.649713,117.96
51.353023,7.120432,152.31
41.0332667,0.60829,28
2.9301416,101.6646321,53.8
54.898136,10.940193,125.73
49.408838,8.695655,107.81
55.6668917,37.49549,1
34.4062957,7.9444956,348.65
48.7250364,-3.5177197,73.2
0.211169,-78.210827,2681.73
48.1205517,37.4764841,182
53.010166,-3.996509,603.16
54.6509971,56.082489,96.1
53.8302688,87.1793365,230.4
48.806779,10.193409,635.2
45.995948,18.698118,99.63
48.881615,27.416431,296
55.7761367,37.6074883,177.5
6.045323,80.821101,-23.33
34.079442,-118.10202,103.8
48.315498,24.245946,849.48
56.500511,44.031494,86.2
59.98717,30.229614,-3.4
54.9043008,41.28824,99
59.5848049,9.1396849,26.6
34.391094,132.496985,9.85
50.986777,13.525233,375.13
52.711548,41.695911,178
52.607838,1.326806,31.14
52.486325,13.256906,93.7
53.497704,10.096066,-1.79
49.6866821,11.0077161,292.38
45.152779,9.277287,66.5
52.932789,49.717308,103.02
52.228073,20.9598409,147.4
52.094342,13.119777,57.55
55.577474,-3.811576,189.65
48.980026,12.03268,338.04
47.148022,10.1642159,1563
49.2648665,9.7221165,358
50.0367383,19.8899233,205.5
50.197762,39.562737,111.82
45.8024042,8.6881787,286
28.532478,-16.37017,192.62
35.18803,-6.147838,87.7
5.29946,-0.90384,45.8
48.1655326,12.0291998,662.8
7.786292,123.180153,118.86
51.9808766,8.541465,236
55.723017,12.578888,29.5
46.5025078,15.2604666,1312.27
44.1031589,20.063012,908.58
53.2149675,50.1683928,101.4
43.1783274,17.169489,26.57
52.334081,-2.04122,191.13
51.7438233,6.4622133,17.3
65.87056,13.46392,85
52.224441,-0.771118,99.63
45.0403895,34.2762594,363.35
35.42807,139.46546,82
-33.97918,25.543221,116.46
52.5982809,13.2807808,50.61
62.2011528,17.2336254,73
48.2061433,16.4007015,155.3
48.5154266,9.049921,320.36
48.995397,12.1944862,329.97
45.623352,39.66359,57.3
56.8569373,41.3505286,102.3
59.7578133,70.5057079,75.9
53.946819,57.884136,615.09
46.428823,6.108963,1407
9.642654,123.857907,10.3
55.7658484,37.6055,1
50.06654,14.415384,244.75
50.186588,39.585712,141.28
35.3835233,136.2806666,99.9
51.800018,1.149178,23.47
-50.351627,-72.725147,219.87
48.2071469,14.2682228,326
41.581325,-2.3036966,997.5
54.798065,90.306168,516.3
49.0891252,7.949587,465.42
56.688428,-4.271877,215.11
-37.8058088,144.3674132,146.74
26.548065,54.023259,-24.35
45.1485129,14.6061093,23.71
51.71441,7.097048,36
49.7089417,8.0676893,285.17
35.672564,51.395931,1145.55
60.086622,20.27869,1.3
52.008828,11.656502,338
60.2330395,25.0425473,27.97
49.33488,20.515362,1075
36.9276032,-4.7719159,618.22
52.130846,11.627572,63.18
53.363003,83.760713,-9999
48.9408051,3.0328481,166.07
40.99174,28.922447,8.5
57.5499296,25.8251104,87.7
47.436394,11.8721263,520.05
58.361873,25.594535,73.5
43.3322024,-71.0840588,187
54.032791,86.812065,217.32
49.9253874,7.1113963,268.35
7.126017,125.633554,45.8
47.712399,10.303625,740.28
55.117531,37.927437,192.5
46.998871,10.304125,1721
48.882004,10.200123,472.14
60.773106,33.7281,53.4
48.5755659,12.4584152,488.97
52.949226,36.060516,183.45
57.831665,27.599642,57.61
51.625205,-0.319498,192.02
42.012351,12.406964,87.88
47.538568,13.4759159,1578.56
47.6593824,10.9871256,795
54.8590546,56.1137161,154.7
60.2180793,25.1470035,38.48
4.134484,-75.094256,502.88
51.1358153,-0.6326474,83.77
0,0,210.2
-29.590731,31.140287,96.7
54.275426,9.538143,12.31
53.376789,9.943584,81.37
57.750133,61.327236,212.2
57.250993,33.104232,205.15
60.20819,24.950711,-6
52.1993294,9.2997518,184.71
34.9068527,137.5100861,54.3
56.197365,-3.1634733,80.1
52.574199,-1.982778,122.84
49.1134664,7.6095149,457.72
49.670056,8.555694,92
51.747425,19.488779,231
-35.3590805,149.0642958,637.97
