53.4509,51.587,55.88,1001
55.7538,37.6228,1,1149
44.3237,-65.226,122.58,687
51.1209,8.36998,627.71,746
59.909,10.745,22,1674
51.4664,5.31437,18.4,4606
42.3363,-1.80263,322.06,3223
49.2494,16.6099,374.08,1943
54.5789,55.9137,119.1,706
58.4186,34.9414,179.48,2164
36.8447,14.7911,443.79,994
35.2252,139.885,57,540
48.6414,-0.510644,285.65,2505
46.5751,19.8723,87.3,3964
44.4334,15.1988,57.2,2725
53.872,59.2727,532.69,1092
53.3262,83.8006,-9999,2158
33.7291,134.531,21.8,242
43.3986,40.0037,41,793
51.1405,13.8602,214.5,1270
59.9027,29.6362,47,2596
59.8424,30.5286,15.85,7070
49.6173,8.9935,249.45,1457
32.7162,-83.7096,116.94,2228
52.2347,-1.69191,74.03,1609
52.4619,-2.62199,281.82,1756
53.5999,51.8989,93.6,684
51.0497,3.37075,16,2863
49.4695,7.43827,293.5,643
51.0104,7.10666,124.63,3019
58.0859,55.8746,110.86,1756
51.0123,7.36014,203.39,255
53.0551,8.89483,13.12,3115
44.4359,39.7775,212.75,890
44.2038,3.31372,568.4,905
51.2985,-116.928,910.2,4051
53.3502,-2.88839,33.8,4828
56.4814,13.0415,59.6,1168
49.5342,8.68721,237.5,2573
56.8834,60.7042,279.41,1553
47.2847,24.4249,335.8,2725
47.608,12.2636,1803.97,3682
43.6375,10.9374,109.73,493
47.6905,10.3266,744.14,584
52.1043,-1.04844,131.21,1479
18.5322,-72.3041,147.37,4288
51.3405,9.86343,130.4,2563
64.1756,-51.6449,188.54,65
55.8126,49.2003,98.22,2423
50.2702,40.2971,177.21,1241
55.7832,49.2375,98.41,2983
55.7468,37.6782,147.8,2189
54.7363,20.5242,23.6,2081
39.2754,141.881,15.01,2062
57.5956,34.5262,158.8,2398
-27.5781,151.987,742.8,3221
51.273,-2.12685,77.52,2772
48.3302,17.0482,198.21,4748
6.5541,-0.760496,269.4,962
58.0318,38.9461,120.03,7072
55.7665,37.4132,1,2628
64.1695,35.3282,45.47,1067
46.1716,14.7023,385.3,4627
35.6524,139.737,19.21,1237
39.8172,44.9854,1814,1699
50.7675,10.3212,287.87,2051
68.4368,17.4332,112,375
48.1957,15.6079,285.53,1401
52.4757,0.053716,57.9,373
43.765,11.2377,85,934
53.7591,-0.349207,45,2648
42.3555,-1.78903,365.67,2452
53.7804,87.1323,-236.83,2793
-27.9739,27.0252,1385.73,1813
52.7208,-1.76719,64.55,1138
-34.8211,138.715,183,1229
44.6793,34.3999,42,5205
-31.3946,-64.2017,407.24,6057
43.3337,-4.03124,180,1536
51.142,14.1772,301.3,1007
40.7087,0.580704,81.9,361
55.7113,37.6371,161.6,1434
50.0477,9.29351,307.88,6265
46.8019,12.7471,707.5,2469
45.9183,15.1614,455.75,604
47.6344,-2.77831,12.15,981
52.4008,10.8321,90.07,3169
55.6082,12.3822,-6.3,4077
53.524,49.3959,85,505
35.0773,139.967,96.44,233
35.0896,24.7415,5,868
52.4798,15.8495,78.31,1924
47.1178,15.3264,433.87,2147
50.6185,30.8641,125.8,3550
52.6053,41.5167,154.84,460
10.1646,-68.2978,632.76,3340
56.1693,96.7717,284.07,677
49.9131,10.7518,279.04,3302
46.6174,6.6,-48.24,3028
48.7304,21.1048,526.66,875
47.1261,7.13904,1065.63,3585
50.9572,7.31363,98.61,434
55.7375,37.2336,1,1094
61.6109,73.1227,81.9,2464
35.1629,138.684,53,1044
52.5224,-3.14711,160.4,1056
53.9281,27.6056,218.6,1274
-18.2181,-43.5913,1404.62,2888
-29.647,-51.1221,147.22,1392
31.9568,130.867,1039.8,2920
48.8185,-3.43349,20,1716
50.932,13.2134,344.29,790
53.6487,14.0407,10.23,469
48.0519,10.6271,604,2838
61.5195,10.4999,1009.8,1171
56.8258,59.9797,318.82,1441
47.6135,39.9943,133.2,1309
-26.4351,27.111,1448,595
60.2374,24.9845,48.6,3020
49.1028,8.40937,107.32,2596
45.3852,38.7591,4.88,1126
16.4939,102.348,168,3559
56.3847,58.6478,391.97,25
56.0659,37.9026,203.61,551
4.40793,-74.3924,1556.69,4253
-27.4724,17.8929,886.54,979
56.0327,35.8954,188.16,1374
55.9178,12.347,110.69,1906
47.228,7.06719,1051.5,1543
37.7104,26.9269,132.28,1206
-27.2701,153.018,-13.8,4263
46.4055,11.4385,1405.58,4174
50.048,72.9492,164.29,2191
52.0087,7.5781,60.8,2755
56.3945,41.0651,107.71,1241
50.5358,9.02941,250.41,425
