-90,90,#eb811b
-89.178258,6.958535,#eb811b
-87.532905,-86.345231,#eb811b
-85.097384,86.389049,#eb811b
-85.0053544,88.8865457,#eb811b
-84.1369,-88.56185,#825a2b
-83.6351202,76.7005554,#eb811b
-80.8353119,86.359205,#eb811b
-80.156186,0.000643,#24373a
-78.21875,0,#24373a
-78.2039,145.12039,#424236
-68.232644,-68.677444,#4e4634
-65.939453,0,#23373b
-61.874743,0.00039,#24373a
-61.505608,-23.859191,#69512f
-57.656207,0.000526,#24373a
-54.941723,-69.182808,#24373a
-54.73193,-67.919253,#634e30
-54.335166,-70.586012,#25373a
-54.116979,-126.94056,#ea801b
-54.110128,-123.564468,#ea801b
-54.052359,-138.260352,#ea801b
-54.064949,-137.641403,#ea801b
-54.035535,-132.085863,#ea801b
-54.029027,-130.318796,#ea801b
-54.086425,-128.575066,#ea801b
-54.071175,-121.877917,#ea801b
-54.026933,-120.628335,#ea801b
-53.939834,-140.987687,#ea801b
-53.979382,-64.32473,#29393a
-53.879181,-141.871824,#ea801b
-53.820913,-118.851016,#ea801b
-53.853354,-67.757593,#2c3a39
-53.83425,83.572861,#23373b
-53.714981,-143.894761,#ea801b
-53.568699,-145.409731,#ea801b
-53.596304,-117.509919,#ea801b
-53.390123,-147.025979,#ea801b
-53.086008,-149.392204,#e47e1c
-52.851839,-150.95555,#de7c1c
-52.6028684,-70.5999549,#333d38
-52.6245,-64.015205,#23373b
-52.5971311,133.3803414,#28393a
-52.481857,-153.135815,#de7c1c
-52.319478,-154.014257,#de7c1c
-52.0499483,-71.5435316,#675030
-51.842466,-156.384364,#de7c1c
-51.883655,-108.576316,#5f4d31
-51.856723,-73.701169,#424235
-51.867325,-63.324795,#23373b
-51.545296,-157.730576,#de7c1c
-51.4874957,-70.130115,#584a32
-51.223029,-159.099174,#de7c1c
-50.90071,-160.299983,#de7c1c
-50.382471,-161.815884,#de7c1c
-50.339112,-72.433706,#72542e
-50.104833,-134.212063,#e37e1c
-50.076864,-132.342484,#e37e1c
-50.004356,-129.896162,#e37e1c
-50.095792,-126.669871,#e37e1c
-50.071901,-122.114605,#e37e1c
-49.979446,-109.639662,#dd7b1d
-49.810643,-163.389534,#de7c1c
-49.846311,-142.344552,#e9801b
-49.857805,-107.808813,#dd7b1d
-49.613029,-145.002472,#e9801b
-49.6033167,0,#23373b
-49.575877,-104.631583,#dd7b1d
-49.34364,-147.433336,#eb811b
-49.31255,-102.312873,#d6791e
